False: Accepted
time=1653661110.793185 gym-duckietown 2019.0.0

time=1653661111.053181 Registering gym environment id: Duckietown-4way-v0
time=1653661111.0533237 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1653661111.0534225 Registering gym environment id: Duckietown-loop_empty-v0
time=1653661111.0535119 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1653661111.0535884 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1653661111.0537004 Registering gym environment id: Duckietown-small_loop-v0
time=1653661111.053782 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1653661111.053843 Registering gym environment id: Duckietown-straight_road-v0
time=1653661111.0539436 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1653661111.0540257 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1653661111.0541067 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1653661111.0541828 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1653661111.0542727 Registering gym environment id: Duckietown-udem1-v0
time=1653661111.0543568 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1653661112.8503633 Falling back to non-multisampled frame buffer
time=1653661112.854312 Falling back to non-multisampled frame buffer
time=1653661112.8583665 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/straight_road_10_tiles_no_start_tile.yaml"
time=1653661112.8617997 loading mesh "duckiebot.obj"
time=1653661112.862102 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1653661113.2770798 loading texture "straight_1.png"
time=1653661113.289585 using user tile start: [7, 0]
time=1653661113.2905078 tile: {'coords': (7, 0), 'kind': 'straight', 'angle': 1, 'drivable': True, 'curves': array([[[4.095  , 0.     , 0.4095 ],
        [4.24125, 0.     , 0.4095 ],
        [4.53375, 0.     , 0.4095 ],
        [4.68   , 0.     , 0.4095 ]],

       [[4.68   , 0.     , 0.1755 ],
        [4.53375, 0.     , 0.1755 ],
        [4.24125, 0.     , 0.1755 ],
        [4.095  , 0.     , 0.1755 ]]]), 'texture': <gym_duckietown.graphics.Texture object at 0x7f03b99685f8>, 'color': array([1, 1, 1])}
time=1653661113.2929754 road_tile_size=0.585
time=1653661113.2933223 Starting at [4.60423117 0.         0.2105032 ] 0.7722106301100501
time=1653661113.2936656 Pos: [4.60423117 0.         0.2105032 ] angle 0.7722106301100501
time=1653661113.4499378 using DuckietownEnv
/usr/local/lib/python3.6/dist-packages/gym/spaces/box.py:74: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  "Box bound precision lowered by casting to {}".format(self.dtype)
time=1653661113.6444016 Pos: [4.60423117 0.         0.2105032 ] angle 0.7675518833129386
time=1653661113.6513321 Pos: [4.60423117 0.         0.2105032 ] angle 0.762893136515827
time=1653661113.6579187 Pos: [4.60423117 0.         0.2105032 ] angle 0.7582343897187155
time=1653661113.6676602 Pos: [4.60423117 0.         0.2105032 ] angle 0.753575642921604
time=1653661113.6766372 Pos: [4.60423117 0.         0.2105032 ] angle 0.7489168961244924
time=1653661113.6864328 Pos: [4.60423117 0.         0.2105032 ] angle 0.7442581493273809
time=1653661113.6945941 Pos: [4.60423117 0.         0.2105032 ] angle 0.7395994025302693
time=1653661113.702199 Pos: [4.60423117 0.         0.2105032 ] angle 0.7349406557331578
time=1653661113.7093573 Pos: [4.60423117 0.         0.2105032 ] angle 0.7302819089360463
time=1653661113.716467 Pos: [4.60423117 0.         0.2105032 ] angle 0.7256231621389347
time=1653661113.7230444 Pos: [4.60423117 0.         0.2105032 ] angle 0.7209644153418232
time=1653661113.7293766 Pos: [4.60423117 0.         0.2105032 ] angle 0.7163056685447117
time=1653661113.7357953 Pos: [4.60423117 0.         0.2105032 ] angle 0.7116469217476001
time=1653661113.742551 Pos: [4.60423117 0.         0.2105032 ] angle 0.7069881749504886
time=1653661113.749168 Pos: [4.60423117 0.         0.2105032 ] angle 0.7023294281533771
time=1653661113.7555203 Pos: [4.60423117 0.         0.2105032 ] angle 0.6976706813562655
time=1653661113.7618818 Pos: [4.60423117 0.         0.2105032 ] angle 0.693011934559154
time=1653661113.7681897 Pos: [4.60423117 0.         0.2105032 ] angle 0.6883531877620425
time=1653661113.7751658 Pos: [4.60423117 0.         0.2105032 ] angle 0.6836944409649309
time=1653661113.7815676 Pos: [4.60423117 0.         0.2105032 ] angle 0.6790356941678194
time=1653661113.7880406 Pos: [4.60423117 0.         0.2105032 ] angle 0.6743769473707079
time=1653661113.7946937 Pos: [4.60423117 0.         0.2105032 ] angle 0.6697182005735963
